"","Site_number","Year","mx_aet","mx_def","mx_tmin","mn_aet","mn_def","mn_tmin","mean_aet","mean_def","mean_tmin"
"19","28",2013,-0.604108079972909,0.855172931846034,-0.580823844240755,-1.367483724378,-0.277094206732655,-4.15815802219709,-0.950678629173659,0.441504099603971,-1.44898177802591
"20","3",2013,-0.219867862753897,1.07099317276422,-0.26453525553154,-1.54573840574644,-0.459195009694272,-3.79824338314408,-0.936141523508191,0.436350749463695,-1.13705574295425
"21","4",2013,0.0982843252497967,1.17767278804487,0.362588998759114,-1.15602068328365,-0.788706072270297,-3.2910906535351,-0.673723252622367,0.235347508589884,-0.612452686859712
"22","5",2013,0.074009449734483,1.19175942310825,0.280790081230661,-1.08998935793954,-0.69499838309287,-3.59647307094954,-0.703221375292969,0.254503655705576,-0.718245847567054
"23","6",2013,0.0233612858218654,1.01331379245431,-0.624450089608092,-1.6625861583811,-0.592898466927035,-3.92366796096925,-0.857207309895663,0.268125284325888,-1.47297615447088
"24","7",2013,-0.0181367806563596,1.25593926789583,0.226257534552875,-1.82002833809656,-0.411478503602639,-2.86028365829548,-0.861166940483114,0.284174888474734,-0.720427182588173
"25","8",2013,-0.222654262892074,0.879978715004508,-0.499025121735835,-1.34340923457706,-0.502417819138726,-3.61828606361754,-0.780950642731652,0.310586267613723,-1.26575257704484
"26","1",2016,-0.273812096280758,0.938147198647475,-0.319067672193639,-1.13610306039088,-0.551578983475897,-3.16566581567855,-0.661249288108831,0.185916839792295,-1.053075587307
"27","10",2016,0.145077660931985,0.613360397024455,-0.193642964352772,-0.664874816825635,-0.716127558612321,-3.65100529258812,-0.413188925348139,0.0497193263905551,-1.0345345270841
"28","11",2016,-0.236920424597174,0.861066655700988,0.204444574388818,-1.21597456607643,-0.444552036326612,-2.98570849615206,-0.733880456127805,0.26893086148218,-0.657169435592802
"29","12",2016,0.30560979501665,0.879248981247969,-0.411773021048238,-1.05694874408557,-1.06263428057531,-3.70553803428947,-0.434921885343395,0.0731841243953718,-1.15559683486847
"30","13",2016,-0.307660536993581,1.50593897552148,-0.384506780213263,-2.3502399189249,-0.510369139039782,-3.49831408388088,-1.09617818256696,0.491561266918419,-1.11088008288498
"31","14",2016,-0.233405376017449,0.88006823411278,-0.417226139199542,-1.56046248632805,-0.492589223582816,-4.10362554052711,-0.720344406666935,0.238224481534051,-1.25593661089233
"32","16",2016,-0.273812096280758,0.938147198647475,-0.0191387954814855,-1.13610306039088,-0.551578983475897,-2.79484494032294,-0.661249288108831,0.185916839792295,-0.825129664408589
"33","18",2016,-0.307660536993581,1.50593897552148,-0.384506780213263,-2.3502399189249,-0.510369139039782,-3.49831408388088,-1.09617818256696,0.491561266918419,-1.11088008288498
"34","19",2016,-0.136465117943916,0.911819016807962,-0.52629136257081,-1.44080962940993,-0.65918033892576,-4.13634502952911,-0.717149930872536,0.203159750286836,-1.3977212712593
"35","2",2016,-0.225869010135613,1.01477134716592,0.466200795191822,-1.51265565211855,-0.481602892241756,-2.30405208523067,-0.927122709951891,0.437652198206704,-0.523019404732036
"36","20",2016,-0.136465117943916,0.911819016807962,-0.52629136257081,-1.44080962940993,-0.65918033892576,-4.13634502952911,-0.717149930872536,0.203159750286836,-1.3977212712593
"37","21",2016,0.0122726109286322,0.776820758489703,-0.569917347906763,-1.46056896939752,-0.568331986065298,-4.44172718691215,-0.743637026231173,0.191522423120836,-1.53514319657618
"38","22",2016,-0.256226355403347,0.923460709046662,-0.122750608166152,-1.14171548684062,-0.570346179450825,-3.02388162336807,-0.710342583079392,0.226075729837518,-0.886206126763925
"39","23",2016,-0.2939002004343,1.0939291924967,-0.0573115651543738,-1.64408384045638,-0.464544465320981,-3.14385282301055,-0.975475394699466,0.460347676729894,-0.927650817708669
"40","24",2016,-0.116972884979387,0.765168354562869,-0.417226139199542,-1.44038479395241,-0.548378301761104,-4.10362554052711,-0.815936960841312,0.288030661053406,-1.25593661089233
"41","25",2016,-0.273812096280758,0.938147198647475,-0.384506780213263,-1.13610306039088,-0.551578983475897,-3.37834262420704,-0.661249288108831,0.185916839792295,-1.11633332780159
"42","26",2016,-0.223032190127587,1.07327208442229,-0.210002708853755,-1.5133014256714,-0.436799311542643,-3.51467447846033,-0.775438183654355,0.263517442671311,-1.04325983161739
"43","27",2016,-0.0884353865092551,1.0506933760023,-0.308161305875344,-1.24624785358463,-0.458070517053537,-3.59647307094956,-0.663458462059728,0.197878291912663,-1.07052607732795
"44","28",2016,-0.604108079972909,0.855172931846034,-0.580823844240755,-1.367483724378,-0.277094206732655,-4.15815802219709,-0.950678629173659,0.441504099603971,-1.44898177802591
"45","3",2016,-0.219867862753897,1.07099317276422,-0.26453525553154,-1.54573840574644,-0.459195009694272,-3.79824338314408,-0.936141523508191,0.436350749463695,-1.13705574295425
"46","4",2016,0.0982843252497967,1.17767278804487,0.362588998759114,-1.15602068328365,-0.788706072270297,-3.2910906535351,-0.673723252622367,0.235347508589884,-0.612452686859712
"47","5",2016,0.074009449734483,1.19175942310825,0.280790081230661,-1.08998935793954,-0.69499838309287,-3.59647307094954,-0.703221375292969,0.254503655705576,-0.718245847567054
"48","6",2016,0.0233612858218654,1.01331379245431,-0.624450089608092,-1.6625861583811,-0.592898466927035,-3.92366796096925,-0.857207309895663,0.268125284325888,-1.47297615447088
"49","7",2016,-0.0181367806563596,1.25593926789583,0.226257534552875,-1.82002833809656,-0.411478503602639,-2.86028365829548,-0.861166940483114,0.284174888474734,-0.720427182588173
"50","8",2016,-0.222654262892074,0.879978715004508,-0.499025121735835,-1.34340923457706,-0.502417819138726,-3.61828606361754,-0.780950642731652,0.310586267613723,-1.26575257704484
