plot,twoyr_def,twoyr_def_z,year,twoyr_aet,twoyr_aet_z,ja_ju_aet,ja_ju_aet_z,ja_ju_tmin_min,ja_ju_tmin_z,ja_ju_def,ja_ju_def_z
19,92.4865129021081,0.04264856113526727,2013,13.990651287815789,-0.44535026891047585,15.273616393407194,-0.36030437827743095,-13.8299999237061,-0.6421894762591092,84.83102161188921,-0.059861827435842306
20,92.4865129021081,0.04264856113526727,2013,13.990651287815789,-0.44535026891047585,15.273616393407194,-0.36030437827743095,-13.8299999237061,-0.6421894762591092,84.83102161188921,-0.059861827435842306
21,93.42504647238685,0.055215937588197615,2013,13.918387835676024,-0.45014050803752625,14.91036812464398,-0.384383577628406,-14.4099998474121,-0.6881690994336189,84.52410528063761,-0.06397157182489298
22,84.15728987076068,-0.06888339116801205,2013,15.783755421638482,-0.32648800415039747,17.858409643173207,-0.18896219362206348,-11.1000003814697,-0.40243853485298253,77.54964511096476,-0.15736265476954736
23,87.64218543198979,-0.02221910999147142,2013,16.75391340255737,-0.2621776427988557,15.995914856592801,-0.31242426381696414,-10.6099996566772,-0.408068687813182,83.82556980351606,-0.07332526846901916
24,99.09500702944665,0.1311391981410091,2013,12.476447663523935,-0.5457246245858182,11.679881493250535,-0.5985278373184258,-13.9099998474121,-0.5957406515903102,95.0273993810019,0.07667214634909417
25,83.47942548041992,-0.07796029288705993,2013,16.264107227325443,-0.2946461816769756,18.550059318542477,-0.14311374272384633,-12.7399997711182,-0.5905796658669014,77.10198611517745,-0.16335700521236435
26,80.93881636045191,-0.11198016414313101,2013,17.486457521265205,-0.2136183587372768,20.46181853612264,-0.01638600505861083,-12.8500003814697,-0.5621942966483114,74.20300558209415,-0.20217562698862282
27,83.96120497652072,-0.07150905396866596,2013,15.23611241579055,-0.3627904623998969,17.009121100107812,-0.2452602957564485,-12.8800001144409,-0.5485880779889388,78.9575068677465,-0.1385107678989423
28,101.14981333979158,0.15865395654468517,2013,12.577141068198461,-0.5390498052597915,11.848168214162184,-0.5873723553810978,-13.8299999237061,-0.5758004943337082,97.51066056887323,0.10992410362288481
